listingName,producerID,bottler,originCountry,drinkType,typeCategory,age,abv,reviewLink,officialDesc,sourceLink,photo
Yoichi Single Malt,65c62d54876f110ab72a2ad4,OB,Japan,Whiskey / Whisky,Single Malt,NAS,45.00%,https://88bamboo.co/blogs/whisky-reviews/reviewing-two-japanese-whisky-staples-from-nikka-whisky-yoichi-single-malt-nas-miyagikyo-single-malt-nas,"This no-age-statement version was released in 2016 as a permanent product that truly captures the authentic style of Yoichi malts, when all age-statements were discontinued. Vatting various different malt whiskies together, this bottling expresses a delicate balance between peaty, smoky and fruity aromas.",,
Ripassa Valpolicella Ripasso Superiore 2018,65c62d54876f110ab72a2ada,OB,Italy,Wine (Grape wine),Red Wine - Single Varietal,N.A.,14.00%,,,,
Yipin Jingzhi Zhi Xiang 20 Years,65c62d54876f110ab72a2ad9,OB,China,Baijiu,Sesame Aroma (Zhi Ma Xiang),NAS,53.00%,,,,
Yipin Jingzhi Guo Xiang,65c62d54876f110ab72a2ad9,OB,China,Baijiu,Sesame Aroma (Zhi Ma Xiang),NAS,53.00%,,,,
Zyr Vodka,65c62d54876f110ab72a2ad8,,United States,Vodka,Classic,,40.00%,,"The journey of Zyr always begins with our 3 ingredients: soft red winter wheat, rye and softened water. We like to say our 4th and 5th are our know-how and our love for crafting Zyr, but for now we’ll share the three tangible ingredients. We turned to Janie’s Farms in America’s Heartland to source the finest sustainable and organic grains. We fell in love with their story and their harvest.",,
Yi Li Te Qu 伊力特曲,65c62d54876f110ab72a2adb,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Yi Li Lao Jiao 46 伊力老窖 46 ,65c62d54876f110ab72a2adb,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,46.00%,,,,
Yi Li Lao Jiao 52 伊力老窖 52 ,65c62d54876f110ab72a2adb,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Yi Li Lao Jiao Xin Yi Dai 50 伊力老窖新一代 50 ,65c62d54876f110ab72a2adb,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,50.00%,,,,
Xi Jiu Dianchang Zhenpin 1988,65c62d54876f110ab72a2add,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,,,
Xi Jiu Jinzuan,65c62d54876f110ab72a2add,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,,,
Xijiu Jiao Cang,65c62d54876f110ab72a2add,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,,,
Xifengjiu 西凤酒,65c62d54876f110ab72a2ade,OB,China,Baijiu,Phoenix Aroma (Feng Xiang),NAS,45.00%,(unpublished) https://88bamboo.co/blogs/baijiu/xifengjiu-baijiu-entry-range-西凤酒-45-abv,,,
Xifengjiu 12 Years 西凤酒12年紅七彩,65c62d54876f110ab72a2ade,OB,China,Baijiu,Phoenix Aroma (Feng Xiang),12,52.00%,,,,
Xifengjiu 20 Years 西凤酒20年,65c62d54876f110ab72a2ade,OB,China,Baijiu,Phoenix Aroma (Feng Xiang),20,45.00%,,,,
Xifengjiu 30 Years 西凤酒30年,65c62d54876f110ab72a2ade,OB,China,Baijiu,Phoenix Aroma (Feng Xiang),30,52.00%,,,,
Shede Classic Baijiu,65c62d54876f110ab72a2adf,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Shede Founder's Tribute Baijiu,65c62d54876f110ab72a2adf,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Red Star Er Guo Tou 红星二锅头,65c62d54876f110ab72a2ae1,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,56.00%,(unpublished) https://88bamboo.co/blogs/baijiu/red-star-er-guo-tou-红星二锅头-56-abv,,,
Red Star Er Guo Tou Niu Lan Shan 红星二锅头牛栏山陈酿,65c62d54876f110ab72a2ae1,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,42.00%,,,,
Red Star Er Guo Tou Porcelain Treasure,65c62d54876f110ab72a2ae1,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,52.00%,,,,
Shanhailan Ryukyu Baijiu,65c62d54876f110ab72a2ae0,OB,Japan,Baijiu,All Others (Including Baiju Liqueur),NAS,40.00%,,"Brewed and aged in Okinawa, Japan’s southernmost prefecture, SHAN HAI LAN Ryukyu Baijiu uses 100% premium grade rice. Favored with Okinawa’s natural resources, we have taken on the challenge of brewing first-class liquor with over 130 years of distillation techniques and Japanese craftsmanship",,
Langjiu Hong Hua Lang 10 Years Old 郎酒红花郎 10,65c62d54876f110ab72a2ae2,OB,China,Baijiu,Light Aroma (Qing Xiang),10,53.00%,(unpublished) https://88bamboo.co/blogs/baijiu/tasting-langjius-entire-line-of-premium-baijiu,,,
Langjiu Hong Hua Lang 15 Years Old 郎酒红花郎 15,65c62d54876f110ab72a2ae2,OB,China,Baijiu,Light Aroma (Qing Xiang),15,53.00%,(unpublished) https://88bamboo.co/blogs/baijiu/tasting-langjius-entire-line-of-premium-baijiu,,,
Langjiu Qing Hua Lang 20 Years Old 郎酒青花郎 20,65c62d54876f110ab72a2ae2,OB,China,Baijiu,Light Aroma (Qing Xiang),20,53.00%,(unpublished) https://88bamboo.co/blogs/baijiu/tasting-langjius-entire-line-of-premium-baijiu,,,
Langjiu Hong Yun Lang 30 Years Old 郎酒红运郎 30,65c62d54876f110ab72a2ae2,OB,China,Baijiu,Light Aroma (Qing Xiang),30,53.00%,(unpublished) https://88bamboo.co/blogs/baijiu/tasting-langjius-entire-line-of-premium-baijiu,,,
Langjiu Hong Yun Lang 50 Years Old 郎酒青运郎 50,65c62d54876f110ab72a2ae2,OB,China,Baijiu,Light Aroma (Qing Xiang),50,53.00%,(unpublished) https://88bamboo.co/blogs/baijiu/tasting-langjius-entire-line-of-premium-baijiu,,,
Jiang Xiao Bai Peach Flavoured Baijiu 江小白果立方蜜桃果汁酒,65c62d54876f110ab72a2ae7,OB,China,Baijiu,All Others (Including Baijiu Liqueur),NAS,23.00%,(unpublished) https://88bamboo.co/blogs/baijiu/jiang-xiaobai-peach-flavoured-baijiu-江小白果立方-23-abv,Human preference for fruit wine has long been in the taste genes of our ancestors. JIANGXIAOBAI flavored baijiu collection is,,
Jiang Xiao Bai White Grape Flavoured Baijiu 江小白果立方白葡萄果汁酒,65c62d54876f110ab72a2ae7,OB,China,Baijiu,All Others (Including Baijiu Liqueur),NAS,15.00%,,Human preference for fruit wine has long been in the taste genes of our ancestors. JIANGXIAOBAI flavored baijiu collection is,,
Jiang Xiao Bai Mixed Fruits Flavoured Baijiu 江小白果立方混合水果味果汁酒,65c62d54876f110ab72a2ae7,OB,China,Baijiu,All Others (Including Baijiu Liqueur),NAS,15.00%,,Human preference for fruit wine has long been in the taste genes of our ancestors. JIANGXIAOBAI flavored baijiu collection is,,
Jiang Xiao Bai S100 江小白,65c62d54876f110ab72a2ae7,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,40.00%,(unpublished) https://88bamboo.co/blogs/baijiu/jiang-xiaobai-s100-baijiu-江小白-40-abv,,,
Jiang Xiao Bai Intimate Friend Craft Gaoliang Liquor 江小白三五挚友,65c62d54876f110ab72a2ae7,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,40.00%,,,,
Jiang Xiao Bai Joyouth 江小白,65c62d54876f110ab72a2ae7,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,40.00%,,,,
Grenada Westerhall 1993 'Edward Low' Golden Age of Piracy,65c62d54876f110ab72a2abe,Distilia,Grenada,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),29,64.50%,https://88bamboo.co/blogs/rum-reviews/three-pirates-walk-into-a-bar-distilia-tdl-1991-black-bart-diamond-1996-captain-benjamin-hornigold-grenada-westerhall-1993-edward-low-golden-age-of-piracy,,,
Yanghe Daqu 洋河大曲,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,38.00%,,,,
Yanghe Haizhilan 42 洋河海之蓝 42,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,42.00%,,,,
Yanghe Haizhilan 52 洋河海之蓝 52,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Yanghe Tianzhilan 42 洋河天之蓝 42,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,42.00%,,,,
Yanghe Tianzhilan 52 洋河天之蓝 52,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Yanghe Mengzhilan M9 52 洋河梦之蓝 52,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Yanghe Mengzhilan M6 40.8 洋河梦之蓝 40.8,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,40.80%,,,,
Yanghe Mengzhilan M6 52 洋河梦之蓝 52,65c62d54876f110ab72a2adc,OB,China,Baijiu,Strong Aroma (Nong Xiang),NAS,52.00%,,,,
Westward Original American Single Malt Whiskey,65c62d54876f110ab72a2abf,OB,United States,Whiskey / Whisky,Single Malt,NAS,45.00%,https://88bamboo.co/blogs/whisky-reviews/westward-original-american-single-malt-45-abv,"Our distinct, rich, and bold whiskey is the pinnacle of American whiskey. Created from two-row malted barley grown and malted in the American Northwest, fermented with craft ale yeast for outstanding flavor, double pot distilled for exceptional character, and matured to perfection in new, heavily toasted, and lightly charred American Oak barrels right here in Oregon, where our unique hot, dry summers and cool, wet winters are the ideal environments to raise a world-class whiskey.",,
Whittaker's Gin Original Edition,65c62d54876f110ab72a2ac0,OB,United Kingdom,Gin,London Dry / Classic,,42.00%,,"An international award winning super smooth classic 42% ABV London dry gin with a base of Juniper, Coriander and Angelica Root gently overlaid with signature botanicals of sweet Hawthorn Berries, Billberries, earthy Bog Myrtle, home grown garden Thyme with a gentle hint of fresh lemon citrus.",,
Wild Turkey Bourbon Canned Highball (ワイルドターキー バーボンハイボール),65c62d54876f110ab72a2ac4,Campari,Japan,Cocktails,Canned Highball - All Styles,NA,8.50%,https://88bamboo.co/blogs/craft-beer/wild-turkey-bourbon-canned-highball-%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%E3%82%BF%E3%83%BC%E3%82%AD%E3%83%BC-%E3%83%90%E3%83%BC%E3%83%9C%E3%83%B3%E3%83%8F%E3%82%A4%E3%83%9C%E3%83%BC%E3%83%AB,,,
Hong Kong Baijiu,65c62d54876f110ab72a2ae3,OB,Hong Kong,Baijiu,Strong Aroma (Nong Xiang),NAS,43.00%,,,,
Golden Star Kao Liang Chiew 金星牌高粱酒,65c62d54876f110ab72a2ae5,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,62.00%,,,,
Fenjiu Xin Li He,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,48.00%,,,,
"Fenjiu Red Bottle ""Zhi Re Hong""",65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,53.00%,,,,
"Fenjiu Black Bottle ""Mo Deng Zong""",65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,42.00%,,,,
Fenjiu 10 Years Old 汾酒10年,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),10,53.00%,,,,
Fenjiu Panama Special Edition 20 Years Old 53,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),20,53.00%,,,,
Fenjiu Panama Special Edition 20 Years Old 42,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),20,42.00%,,,,
Fenjiu Qinghua 20 Years Old 汾酒青花20年,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),20,53.00%,https://88bamboo.co/blogs/baijiu/the-oldest-baijiu-brand-is-surprisingly-smooth-fenjiu-qinghua-20-30yo-silk-road-bamboo-leaves-10yo,,,
Fenjiu Qinghua 30 Years Old 汾酒青花30年,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),30,53.00%,https://88bamboo.co/blogs/baijiu/the-oldest-baijiu-brand-is-surprisingly-smooth-fenjiu-qinghua-20-30yo-silk-road-bamboo-leaves-10yo,"From the “Qinghua Fen Jiu 30″ it is a small step to another Chinese legacy: the blue & white porcelain, China’s most famous ‘china’! The bottle is designed with elements of the China core blue & white porcelain, showing the quintessence of the Chinese classic porcelain spirit culture, which is elegant & refined.",,
Fenjiu Silk Road 汾酒丝绸之路,65c62d54876f110ab72a2ae4,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,55.00%,https://88bamboo.co/blogs/baijiu/the-oldest-baijiu-brand-is-surprisingly-smooth-fenjiu-qinghua-20-30yo-silk-road-bamboo-leaves-10yo,,,
Fenjiu Bamboo Leaves 5 Years Old,65c62d54876f110ab72a2ae4,OB,China,Baijiu,All Others (Including Baijiu Liqueur),5,38.00%,,,,
Fenjiu Bamboo Leaves 10 Years Old,65c62d54876f110ab72a2ae4,OB,China,Baijiu,All Others (Including Baijiu Liqueur),10,38.00%,https://88bamboo.co/blogs/baijiu/the-oldest-baijiu-brand-is-surprisingly-smooth-fenjiu-qinghua-20-30yo-silk-road-bamboo-leaves-10yo,,,
Fenjiu Bamboo Leaves 30 Years Old,65c62d54876f110ab72a2ae4,OB,China,Baijiu,All Others (Including Baijiu Liqueur),30,45.00%,,,,
Confucius Family Wine 38 Degrees 孔府家酒 38 度,65c62d54876f110ab72a2ae6,OB,China,Baijiu,Light Aroma (Qing Xiang),NAS,38.00%,,,,
Daedong Pale Ale (더부스대동 페일에일),65c62d54876f110ab72a2ae8,OB,South Korea,Beer,IPA - American Style (All),NA,5.10%,https://88bamboo.co/blogs/craft-beer/the-booth-daedong-pale-ale-%EB%8D%94%EB%B6%80%EC%8A%A4%EB%8C%80%EB%8F%99-%ED%8E%98%EC%9D%BC%EC%97%90%EC%9D%BC,,,
OctoberFest,65c62d54876f110ab72a2aeb,OB,United States,Beer,German Style - Märzen,NA,5.30%,,,,
Summer Ale,65c62d54876f110ab72a2aeb,OB,United States,Beer,Wheat Beer - American Style,NA,5.30%,,,,
Cold Snap,65c62d54876f110ab72a2aeb,OB,United States,Beer,Wheat Beer - German / Bavarian Style,NA,5.30%,,,,
Spring Valley Japan Ale  (スプリングバレー ＜香＞),65c62d54876f110ab72a2ae9,Kirin,Japan,Beer,Pale Ale - All Others,NA,6.00%,https://88bamboo.co/blogs/craft-beer/spring-valley-japan-ale-%E3%82%B9%E3%83%97%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%90%E3%83%AC%E3%83%BC-%E9%A6%99,,,
Spring Valley Hojun 496 (スプリングバレー 豊潤),65c62d54876f110ab72a2ae9,Kirin,Japan,Beer,Lager - IPL (India Pale Lager),NA,6.00%,https://88bamboo.co/blogs/craft-beer/kirin-spring-valley-duo-spring-valley-496-spring-valley-silk-ale-%E3%82%AD%E3%83%AA%E3%83%B3spring-valley%E3%82%B9%E3%83%97%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%90%E3%83%AC%E3%83%BC-%E8%B1%8A%E6%BD%A4496-%E3%82%AD%E3%83%AA%E3%83%B3spring-valley%E3%82%B9%E3%83%97%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%90%E3%83%AC%E3%83%BC-%E3%82%B7%E3%83%AB%E3%82%AF%E3%82%A8%E3%83%BC%E3%83%AB-%E7%99%BD,,,
Spring Valley Silk Ale (スプリングバレー シルクエール 白),65c62d54876f110ab72a2ae9,Kirin,Japan,Beer,Wheat Beer - All Others,NA,5.50%,https://88bamboo.co/blogs/craft-beer/kirin-spring-valley-duo-spring-valley-496-spring-valley-silk-ale-%E3%82%AD%E3%83%AA%E3%83%B3spring-valley%E3%82%B9%E3%83%97%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%90%E3%83%AC%E3%83%BC-%E8%B1%8A%E6%BD%A4496-%E3%82%AD%E3%83%AA%E3%83%B3spring-valley%E3%82%B9%E3%83%97%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%90%E3%83%AC%E3%83%BC-%E3%82%B7%E3%83%AB%E3%82%AF%E3%82%A8%E3%83%BC%E3%83%AB-%E7%99%BD,,,
Lavender Haze,65c62d54876f110ab72a2aea,OB,Singapore,Beer,IPA - New England / Hazy / Juicy,NA,6.00%,https://88bamboo.co/blogs/craft-beer/lavender-haze-neipa-6-abv-review,,,
Oktoberfest Festbier,65c62d54876f110ab72a2aec,OB,Germany,Beer,German Style - Festbier,NA,6.00%,https://88bamboo.co/blogs/craft-beer/paulaner-brauhaus-oktoberfest-festbier,,,
Kirin Ichiban Shibori (一番搾り),65c62d54876f110ab72a2aed,OB,Japan,Beer,Lager - Pale,NA,5.00%,https://88bamboo.co/blogs/craft-beer/we-taste-rank-japans-5-biggest-beers-asahi-sapporo-kirin-suntory-yebisu,,,
Kirin Ichiban Kuronama Black (キリン 一番搾り〈黒生〉),65c62d54876f110ab72a2aed,OB,Japan,Beer,Lager - Dark,NA,5.00%,https://88bamboo.co/blogs/craft-beer/kirin-s-3-flagship-beers-kirin-lager-kirin-ichiban-shibori-first-press-kuronama-black,,,
Kirin Ichiban Aki Aji Autumn Edition (キリン 秋味(あきあじ)),65c62d54876f110ab72a2aed,OB,Japan,Beer,Lager - All Others,NA,6.00%,https://88bamboo.co/blogs/craft-beer/kirin-ichiban-aki-aji-autumn-edition,,,
Kirin Lager (キリンラガー 【ビール】),65c62d54876f110ab72a2aed,OB,Japan,Beer,Lager - Pale,NA,5.00%,https://88bamboo.co/blogs/craft-beer/kirin-s-3-flagship-beers-kirin-lager-kirin-ichiban-shibori-first-press-kuronama-black,,,
Hoegaarden Biere Blanche Rosee,65c62d54876f110ab72a2af0,OB,Belgium,Beer,Fruit Beer,NA,3.00%,https://88bamboo.co/blogs/craft-beer/two-hoegaardens-rosee-peach,,,
Hoegaarden Biere Blanche Peach,65c62d54876f110ab72a2af0,OB,Belgium,Beer,Fruit Beer,NA,3.00%,https://88bamboo.co/blogs/craft-beer/two-hoegaardens-rosee-peach,,,
Goose IPA,65c62d54876f110ab72a2aef,OB,United States,Beer,IPA - American Style (All),NA,5.90%,,,,
312 Urban Wheat Ale,65c62d54876f110ab72a2aef,OB,United States,Beer,Wheat Beer - American Style,NA,4.20%,,,,
Bourbon County Brand Stout,65c62d54876f110ab72a2aef,OB,United States,Beer,Stout - Imperial / Pastry,NA,15.20%,,,,
Honkers Ale,65c62d54876f110ab72a2aef,OB,United States,Beer,Bitter Ale - All Styles,NA,4.30%,,,,
Sofie,65c62d54876f110ab72a2aef,OB,United States,Beer,Farmhouse Ale - Saison,NA,6.50%,,,,
Green Line Pale Ale,65c62d54876f110ab72a2aef,OB,United States,Beer,Pale Ale - All American Styles,NA,5.40%,,,,
Matilda,65c62d54876f110ab72a2aef,OB,United States,Beer,Pale Ale - All Belgian Styles,NA,7.00%,,,,
Midway IPA,65c62d54876f110ab72a2aef,OB,United States,Beer,IPA - Session,NA,4.10%,,,,
Baron Otard VS Cognac,65c62d54876f110ab72a2af1,OB,France,Brandy,Cognac - Blend,VS,40.00%,,,,
Baron Otard VSOP Cognac,65c62d54876f110ab72a2af1,OB,France,Brandy,Cognac - Blend,VSOP,40.00%,,,,
Baron Otard Prince de Cognac,65c62d54876f110ab72a2af1,OB,France,Brandy,Cognac - Blend,Not Stated,40.00%,,,,
Baron Otard XO Golde Extra Old Cognac,65c62d54876f110ab72a2af1,OB,France,Brandy,Cognac - Blend,XO,40.00%,,,,
Hite Extra Cold (하이트 EXTRA COLD),65c62d54876f110ab72a2aee,OB,South Korea,Beer,Lager - American Style (All Styles),NA,4.50%,https://88bamboo.co/blogs/craft-beer/taste-testing-the-6-most-popular-beers-from-korea,,,
Terra (테라),65c62d54876f110ab72a2aee,OB,South Korea,Beer,Lager - American Style (All Styles),NA,4.60%,https://88bamboo.co/blogs/craft-beer/taste-testing-the-6-most-popular-beers-from-korea,,,
The Lakes Gin Classic English Gin,65c62d54876f110ab72a2af3,OB,United Kingdom,Gin,London Dry / Classic,,46.00%,,"The Lakes Gin is our classic English gin with vibrant notes of juniper, cracked black pepper and orange peel. Inspired by the majestic Lake District National Park, our classic English gin is a showcase of exquisite taste, discerning sourcing and an exacting process of elimination. With a long, slow and gentle distillation in our traditional copper pot still, it is an exceptionally smooth London dry style gin, designed to stand the test of time. Gently distilled with the luxury of time for exceptional smoothness. Simply beautiful.",,
Engine Gin,65c62d54876f110ab72a2af2,OB,Italy,Gin,Contemporary,,42.00%,https://88bamboo.co/blogs/gin/engine-gin-italian-organic-gin-42-abv,,,
Renais Gin,65c62d54876f110ab72a2af4,OB,United Kingdom,Gin,Contemporary,,40.00%,,"The Renais small-batch gin is a celebration of the people of Burgundy and their proud winemaking tradition. The unique spirit is innovatively distilled with upcycled French wine grapes and imbued with an array of natural botanicals, including juniper berries, angelica root, linden flowers and acacia honey. The result? A delicious, complex gin with the minerality of Chablis wine, fresh citrus notes, and warming spices.",,
Kokuto de Lequio コクトウ デ レキオ,65c62d54876f110ab72a2af6,OB,Japan,Liqueur,Others,,42.00%,https://88bamboo.co/blogs/everything-nice/kokuto-de-lequio-%E3%82%B3%E3%82%AF%E3%83%88%E3%82%A6-%E3%83%87-%E3%83%AC%E3%82%AD%E3%82%AA,琉球泡盛と沖縄黒糖とラムから生まれた 世界初の黒糖リキュール~沖縄のさくらの花から採取した酵母でつくるフル－ティな泡盛をベースに、異なるキャラクターを持つ西表島、与那国島の 黒糖を丁寧に溶けこませました。さらに、黒糖の風味をより引き出すため、黒糖からつくるラムを少量ブレンド。泡盛とラムというボディのあるベーススピリッツに、西表島の黒糖が持つ濃厚でクリーミーな旨味。与那国島の黒糖由来のビターな余韻のアクセントが加わった、これまでにないリキュールです。,,
